n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
4,6,4,6,1,4,1,1,1,1,0,0,0,0,0,0,4,4,4,4,6,6,4,6,4,6,1,1,1,1,4,4,1,4,1,4,100,100,Game1,20200629,151720,0,62920,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/062920 ,315,20200629,151720,29-Jun-2020 15:17:20,ee_alterhb,1
4,1,2,8,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,8,NaN,NaN,NaN,NaN,NaN,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,151720,0,62920,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/062920 ,315,20200629,151720,29-Jun-2020 15:17:20,ee_alterhb,2
4,6,4,6,5,4,1,1,1,1,0,0,0,0,0,0,4,6,4,6,6,6,6,6,6,6,5,4,5,4,4,4,4,4,4,4,100,100,Game1,20200629,151720,0,62920,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/062920 ,315,20200629,151720,29-Jun-2020 15:17:20,ee_alterhb,1
4,1,4,6,2,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200630,113107,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,99,20200630,113107,30-Jun-2020 11:31:07,ee_alterhb,1
4,6,2,8,4,0,1,1,1,1,0,0,0,0,0,0,8,8,8,8,2,2,2,2,2,2,0,0,0,0,4,4,4,4,4,4,100,100,Game1,20200630,113107,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,99,20200630,113107,30-Jun-2020 11:31:07,ee_alterhb,2
4,1,4,6,1,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,4,4,NaN,NaN,NaN,NaN,NaN,1,1,2,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200630,113107,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,99,20200630,113107,30-Jun-2020 11:31:07,ee_alterhb,1
4,6,2,8,1,5,1,1,1,1,0,0,0,0,0,0,8,8,8,2,2,2,8,8,8,8,5,5,5,1,1,1,5,5,5,5,100,100,Game1,20200630,113107,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,99,20200630,113107,30-Jun-2020 11:31:07,ee_alterhb,2
4,1,4,6,0,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,6,6,NaN,NaN,NaN,NaN,NaN,2,0,0,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200630,113107,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,99,20200630,113107,30-Jun-2020 11:31:07,ee_alterhb,1
4,6,2,8,3,4,1,1,1,1,0,0,0,0,0,0,2,2,8,2,8,8,8,8,8,8,3,3,4,3,4,4,4,4,4,4,100,100,Game1,20200630,113107,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,99,20200630,113107,30-Jun-2020 11:31:07,ee_alterhb,2
4,1,4,6,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,4,6,NaN,NaN,NaN,NaN,NaN,1,1,3,1,3,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,1
4,6,2,8,5,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,2,8,8,2,8,8,1,5,1,1,5,1,1,5,1,1,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,2
4,1,4,6,0,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,4,6,NaN,NaN,NaN,NaN,NaN,5,0,0,0,5,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,1
4,6,2,8,5,2,1,1,1,1,0,0,0,0,0,0,2,2,2,8,2,2,2,2,2,2,5,5,5,2,5,5,5,5,5,5,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,2
4,1,4,6,2,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,6,NaN,NaN,NaN,NaN,NaN,2,2,2,2,3,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,1
4,6,2,8,2,3,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,2,2,2,2,8,2,3,2,3,2,2,2,2,2,3,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,2
4,1,4,6,5,4,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,4,6,4,NaN,NaN,NaN,NaN,NaN,5,4,5,4,5,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,1
4,6,2,8,1,2,1,1,1,1,0,0,0,0,0,0,8,2,2,2,2,2,8,8,8,8,2,1,1,1,1,1,2,2,2,2,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,2
4,1,4,6,5,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,4,4,NaN,NaN,NaN,NaN,NaN,2,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,1
4,6,2,8,0,4,1,1,1,1,0,0,0,0,0,0,2,8,2,2,8,8,8,8,8,8,0,4,0,0,4,4,4,4,4,4,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,2
4,1,4,6,4,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,6,4,NaN,NaN,NaN,NaN,NaN,4,4,5,5,4,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,1
4,6,2,8,4,5,1,1,1,1,0,0,0,0,0,0,2,8,2,2,8,8,8,8,8,8,4,5,4,4,5,5,5,5,5,5,100,100,Game2,20200630,120140,0,63020,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/063020 ,201,20200630,120140,30-Jun-2020 12:01:40,ee_alterhb,2
4,6,4,6,2,1,1,1,1,1,0,0,0,0,0,0,4,6,6,4,6,6,6,4,4,4,2,1,1,2,1,1,1,2,2,2,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,1,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,2,8,2,NaN,NaN,NaN,NaN,NaN,0,1,1,0,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,5,2,1,1,1,1,0,0,0,0,0,0,4,6,6,4,4,4,4,4,4,4,5,2,2,5,5,5,5,5,5,5,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,0,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,8,2,2,NaN,NaN,NaN,NaN,NaN,2,0,2,0,0,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,5,4,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,4,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,2,2,2,NaN,NaN,NaN,NaN,NaN,4,5,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,3,2,1,1,1,1,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,2,4,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,2,2,NaN,NaN,NaN,NaN,NaN,2,2,4,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,1,0,1,1,1,1,0,0,0,0,0,0,4,6,6,6,4,4,6,4,6,4,1,0,0,0,1,1,0,1,0,1,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,3,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,1,5,1,1,1,1,0,0,0,0,0,0,6,4,4,4,6,4,4,4,4,6,5,1,1,1,5,1,1,1,1,5,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,3,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,2,2,8,NaN,NaN,NaN,NaN,NaN,5,3,3,3,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,6,4,6,6,4,4,6,1,1,1,3,1,3,3,1,1,3,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,2,8,NaN,NaN,NaN,NaN,NaN,3,3,2,3,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,4,1,1,1,1,1,0,0,0,0,0,0,4,6,6,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,3,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,8,8,NaN,NaN,NaN,NaN,NaN,3,3,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,4,0,1,1,1,1,0,0,0,0,0,0,4,4,6,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,2,4,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,6,4,6,1,4,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,6,4,6,6,4,1,4,1,1,4,4,1,4,4,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,1
4,1,2,8,2,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,8,8,NaN,NaN,NaN,NaN,NaN,2,2,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200701,143659,0,70120,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070120 ,339,20200701,143659,01-Jul-2020 14:36:59,ee_alterhb,2
4,1,4,6,1,4,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,6,6,4,NaN,NaN,NaN,NaN,NaN,4,1,4,4,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,3,2,1,1,1,1,0,0,0,0,0,0,8,8,2,8,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,5,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,6,4,4,NaN,NaN,NaN,NaN,NaN,5,1,1,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,2,1,1,1,1,1,0,0,0,0,0,0,2,8,8,8,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,2,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,4,6,NaN,NaN,NaN,NaN,NaN,1,2,2,2,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,0,4,1,1,1,1,0,0,0,0,0,0,8,8,8,2,8,8,8,8,8,8,4,4,4,0,4,4,4,4,4,4,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,3,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,4,4,4,NaN,NaN,NaN,NaN,NaN,3,0,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,5,4,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,8,8,8,8,8,5,5,4,4,4,4,4,4,4,4,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,0,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,6,6,NaN,NaN,NaN,NaN,NaN,3,0,0,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,4,3,1,1,1,1,0,0,0,0,0,0,2,8,8,2,2,2,2,2,2,8,4,3,3,4,4,4,4,4,4,3,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,5,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,6,4,4,4,NaN,NaN,NaN,NaN,NaN,3,3,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,2,3,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,8,8,8,8,8,3,2,3,2,3,3,3,3,3,3,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,1,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,6,6,6,4,NaN,NaN,NaN,NaN,NaN,1,0,0,0,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,1,0,1,1,1,1,0,0,0,0,0,0,8,8,2,8,2,8,2,2,2,2,0,0,1,0,1,0,1,1,1,1,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,5,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,6,4,4,4,4,NaN,NaN,NaN,NaN,NaN,2,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,5,1,1,1,1,1,0,0,0,0,0,0,8,8,2,8,2,2,2,2,2,8,1,1,5,1,5,5,5,5,5,1,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,1,4,6,3,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,4,4,6,6,6,NaN,NaN,NaN,NaN,NaN,3,3,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,1
4,6,2,8,5,4,1,1,1,1,0,0,0,0,0,0,2,2,2,8,2,2,2,2,2,2,5,5,5,4,5,5,5,5,5,5,100,100,Game1,20200702,132406,0,70220,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070220 ,297,20200702,132406,02-Jul-2020 13:24:06,ee_alterhb,2
4,6,4,6,0,5,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,4,4,6,0,5,0,5,0,5,5,0,0,5,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,1
4,1,2,8,0,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,2,8,NaN,NaN,NaN,NaN,NaN,0,0,3,0,3,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,2
4,6,4,6,1,2,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,4,4,1,2,1,2,1,2,2,2,1,1,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,1
4,1,2,8,3,4,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,3,3,3,3,4,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,2
4,6,4,6,2,1,1,1,1,1,0,0,0,0,0,0,4,6,6,4,6,4,4,4,4,6,2,1,1,2,1,2,2,2,2,1,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,1
4,1,2,8,0,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,0,2,2,2,0,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,2
4,6,4,6,5,3,1,1,1,1,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,1
4,1,2,8,4,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,8,8,2,8,NaN,NaN,NaN,NaN,NaN,4,0,0,4,0,NaN,NaN,NaN,NaN,NaN,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,2
4,6,4,6,1,2,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,4,4,6,4,6,2,1,1,2,1,1,1,2,1,2,100,100,Game2,20200703,140342,0,70320,Rizzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Rizzo/RawData/070320 ,231,20200703,140342,03-Jul-2020 14:03:42,ee_alterhb,1
